Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,305.29998779296875,305.54998779296875,300.1700134277344,302.0299987792969,296.1655578613281,916000
2020-01-02,302.6700134277344,302.82000732421875,297.20001220703125,300.8699951171875,295.028076171875,1200500
2020-01-03,293.67999267578125,299.5299987792969,293.67999267578125,296.8800048828125,291.1155700683594,986800
2020-01-06,295.75,300.55999755859375,294.7699890136719,300.45001220703125,294.61627197265625,1308700
2020-01-07,299.20001220703125,300.2799987792969,294.6099853515625,299.5400085449219,293.7239074707031,1313200
2020-01-08,300.8900146484375,308.760009765625,298.510009765625,307.4800109863281,301.5097351074219,2067800
2020-01-09,307.8299865722656,309.0,305.7900085449219,306.4100036621094,300.46051025390625,1439900
2020-01-10,307.94000244140625,309.1000061035156,306.42999267578125,307.739990234375,301.76470947265625,1049900
2020-01-13,306.8800048828125,307.0,296.3399963378906,296.739990234375,290.9783020019531,1756500
2020-01-14,296.0400085449219,298.04998779296875,294.82000732421875,296.8800048828125,291.1155700683594,1067700
2020-01-15,297.260009765625,304.79998779296875,297.2200012207031,301.54998779296875,295.69488525390625,1401000
2020-01-16,302.9200134277344,305.239990234375,302.0899963378906,305.04998779296875,299.1269226074219,704200
2020-01-17,305.07000732421875,305.6499938964844,300.0799865722656,305.3900146484375,299.4603576660156,1312600
2020-01-21,303.94000244140625,308.2300109863281,303.1700134277344,305.989990234375,300.0486755371094,992400
2020-01-22,306.67999267578125,306.67999267578125,302.1400146484375,303.510009765625,297.6168518066406,998000
2020-01-23,303.4599914550781,305.3599853515625,301.2900085449219,304.3999938964844,298.4895324707031,1089300
2020-01-24,304.8399963378906,305.5799865722656,295.4200134277344,297.2799987792969,291.5077819824219,1088700
2020-01-27,293.6300048828125,293.80999755859375,278.95001220703125,283.7900085449219,278.27972412109375,2399600
2020-01-28,285.0,293.6199951171875,284.1300048828125,290.32000732421875,284.6829528808594,1985900
2020-01-29,279.5,282.3299865722656,272.1600036621094,272.9100036621094,267.61102294921875,4450400
2020-01-30,269.260009765625,270.44000244140625,261.69000244140625,265.8900146484375,260.727294921875,2738500
2020-01-31,265.67999267578125,268.55999755859375,264.010009765625,265.2799987792969,260.129150390625,2206900
2020-02-03,266.1099853515625,270.6499938964844,262.7900085449219,266.42999267578125,261.2568054199219,1925500
2020-02-04,269.8999938964844,277.3699951171875,269.8999938964844,273.3699951171875,268.06207275390625,1413800
2020-02-05,275.3599853515625,293.17999267578125,275.3599853515625,287.3299865722656,281.7509460449219,2448900
2020-02-06,288.7799987792969,288.7799987792969,280.0299987792969,282.3299865722656,276.84808349609375,1759800
2020-02-07,279.70001220703125,281.8399963378906,276.2799987792969,276.4800109863281,271.1116943359375,1597500
2020-02-10,275.8800048828125,278.0299987792969,274.0199890136719,276.54998779296875,271.1802978515625,1149200
2020-02-11,277.0400085449219,279.94000244140625,273.7799987792969,279.9100036621094,274.4750671386719,1777100
2020-02-12,286.2699890136719,296.7300109863281,286.2699890136719,296.0,290.2526550292969,2763300
2020-02-13,294.7300109863281,299.5199890136719,294.55999755859375,298.8699951171875,293.06689453125,1931300
2020-02-14,299.2900085449219,300.8599853515625,295.4599914550781,297.82000732421875,292.037353515625,1433800
2020-02-18,297.45001220703125,304.3399963378906,295.7699890136719,302.45001220703125,296.57745361328125,1972500
2020-02-19,302.010009765625,304.5199890136719,299.29998779296875,304.05999755859375,298.1561584472656,1338700
2020-02-20,301.3800048828125,301.67999267578125,293.69000244140625,293.94000244140625,288.232666015625,1889500
2020-02-21,292.0299987792969,296.7900085449219,290.1700134277344,294.7099914550781,288.9877014160156,1111000
2020-02-24,283.489990234375,283.5,276.5799865722656,277.5,272.11187744140625,2518700
2020-02-25,279.2099914550781,279.4800109863281,264.489990234375,267.3999938964844,262.2079772949219,1954900
2020-02-26,269.8399963378906,274.0299987792969,262.7099914550781,268.1499938964844,262.9433898925781,1733200
2020-02-27,263.05999755859375,268.0799865722656,257.4700012207031,257.8599853515625,252.8531951904297,2328900
2020-02-28,249.94000244140625,260.54998779296875,249.35000610351562,257.0899963378906,252.09817504882812,2983800
2020-03-02,259.6000061035156,272.19000244140625,250.3800048828125,271.2699890136719,266.0028381347656,3317500
2020-03-03,270.1300048828125,280.7200012207031,255.8800048828125,256.3800048828125,251.4019317626953,3017700
2020-03-04,286.54998779296875,297.5199890136719,285.3399963378906,296.4200134277344,290.66448974609375,5162200
2020-03-05,287.6499938964844,288.2699890136719,281.25,287.1600036621094,281.58428955078125,2868600
2020-03-06,278.17999267578125,284.1300048828125,268.92999267578125,282.19000244140625,276.7108154296875,3414600
2020-03-09,264.0,276.3599853515625,260.80999755859375,269.82000732421875,264.58099365234375,2712800
2020-03-10,278.3299865722656,288.1099853515625,273.0,286.04998779296875,280.4958190917969,2611600
2020-03-11,278.6000061035156,289.1600036621094,275.1400146484375,281.69000244140625,276.22052001953125,3415900
2020-03-12,262.0299987792969,278.69000244140625,253.4600067138672,256.2099914550781,251.23521423339844,3100200
2020-03-13,267.5,271.3599853515625,251.0500030517578,270.3399963378906,266.07745361328125,3027000
2020-03-16,226.5,247.97999572753906,216.27000427246094,224.0399932861328,220.5074920654297,2815300
2020-03-17,229.75999450683594,246.7100067138672,224.9199981689453,238.32000732421875,234.5623321533203,3100800
2020-03-18,224.4499969482422,230.0,186.61000061035156,206.9600067138672,203.69680786132812,3649800
2020-03-19,206.22000122070312,212.6199951171875,193.47999572753906,200.8699951171875,197.70281982421875,3322000
2020-03-20,204.2899932861328,217.94000244140625,185.69000244140625,191.58999633789062,188.5691375732422,4780200
2020-03-23,188.5399932861328,189.5800018310547,171.02999877929688,174.67999267578125,171.92575073242188,3236700
2020-03-24,183.97999572753906,201.0,181.1199951171875,196.83999633789062,193.73635864257812,3130500
2020-03-25,190.08999633789062,226.83999633789062,187.0399932861328,216.3699951171875,212.95843505859375,3521300
2020-03-26,221.27999877929688,238.7899932861328,215.0,235.6699981689453,231.95411682128906,2705300
2020-03-27,217.61000061035156,228.5,217.16000366210938,222.9600067138672,219.4445343017578,2585300
2020-03-30,224.66000366210938,233.8800048828125,220.16000366210938,230.5800018310547,226.94439697265625,2095800
2020-03-31,235.27999877929688,235.8300018310547,223.89999389648438,227.0399932861328,223.46018981933594,2956400
2020-04-01,217.00999450683594,221.5500030517578,210.41000366210938,214.3000030517578,210.9210662841797,2225900
